Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,BusinessParking,RestaurantsDelivery,WiFi,Caters,BikeParking,RestaurantsPriceRange,BusinessAcceptsCreditCards,OutdoorSeating,WheelchairAccessible,DogsAllowed,GoodForKids,NoiseLevel,Alcohol,HasTV,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,GoodForMeal,RestaurantsAttire,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,ByAppointmentOnly,BYOB,DriveThru,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,BYOBCorkage,AcceptsInsurance,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekhour,environment,atmosphere,ambiance,books,noisy,noise,dessert,cake,tiramisu,food,drink,coffee,price,service,open,close,ceremony,bubble,boba,rainbow,taro,green_tea,oolong_tea,black_tea,red_tea,matcha,herbal,jasmine,taiwanese,Atmosphere_Rating,Food_Rating,Price_Rating,Service_Rating,Tea_Ingredients_Rating,Tea_Types_Rating,Overall,Atmosphere_Rating_n,Food_Rating_n,Price_Rating_n,Service_Rating_n,Tea_Ingredients_Rating_n,Tea_Types_Rating_n,environment_n,atmosphere_n,ambiance_n,books_n,noisy_n,noise_n,dessert_n,cake_n,tiramisu_n,food_n,drink_n,coffee_n,price_n,service_n,open_n,close_n,ceremony_n,bubble_n,boba_n,rainbow_n,taro_n,green_tea_n,oolong_tea_n,black_tea_n,red_tea_n,matcha_n,herbal_n,jasmine_n,taiwanese_n,environment_std,atmosphere_std,ambiance_std,books_std,noisy_std,noise_std,dessert_std,cake_std,tiramisu_std,food_std,drink_std,coffee_std,price_std,service_std,open_std,close_std,ceremony_std,bubble_std,boba_std,rainbow_std,taro_std,green_tea_std,oolong_tea_std,black_tea_std,red_tea_std,matcha_std,herbal_std,jasmine_std,taiwanese_std,Suggestions,strengths
574,7-5uyxn3aErO961QwdFrXA,Panda Express,350 Ferst Dr NW,Atlanta,GA,30332,33.7742484,-84.398842,3.5,13,1,"Bubble Tea, Chinese, Fast Food, Food, Restaurants",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",TRUE,free,None,TRUE,None,TRUE,TRUE,None,None,TRUE,None,none,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-17:0,None,None,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.636914,4.4724426,0.0,0.0,2.454913,4.6775837,0.0,0.0,4.381889299999999,3.2538395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.80401972,,2.454913,4.0058727,,3.421601807,0,10,0,3,6,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0338521999999999,0.40951157,0.0,0.0,1.3031907,0.17907143,0.0,0,0.47812247,1.6028155000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The service was one thing you need to take into account. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ","The drinks are way above the average. The food are very delicious. Has free WiFi is great for improving the rating of reviews, keep going! "
575,aUWloSmN8BcPhrp_FUY_Tw,Basil Thai,"2501 W Parmer Ln, Ste 550",Austin,TX,78727,30.4173659,-97.7028078,4.0,200,1,"Hot Pot, Chinese, Thai, Bubble Tea, Restaurants, Food, Asian Fusion",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,TRUE,FALSE,None,TRUE,None,TRUE,FALSE,TRUE,average,beer_and_wine,TRUE,TRUE,"{touristy: False, hipster: False, romantic: None, divey: False, intimate: None, trendy: None, upscale: None, classy: True, casual: True}",TRUE,"{dessert: False, latenight: None, lunch: True, dinner: True, brunch: None, breakfast: False}",casual,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,None,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,12:0-20:0,44.0,4.450837,3.9715967000000005,0.0,0.0,0.0,0.0,4.6257019999999995,0.0,0.0,3.7346690000000002,3.0711927000000006,0.0,3.9143622000000002,3.7948544,3.4515587999999995,4.561314599999999,0.0,4.504339,3.2410254000000003,0.0,2.045353,4.8553987,0.0,0.0,0.0,0.0,0.0,4.026782,0.0,4.25914088,3.724691913,3.9143622000000002,3.7948544,3.50721636,4.44109035,3.940226017,5,133,27,59,5,2,3,2,0,0,0,0,2,0,0,131,2,0,27,59,6,5,0,2,2,0,1,1,0,0,0,0,0,1,0,0.58627236,0.8003435,0.0,0.0,0.0,0.0,0.11741376,0.0,0.0,1.2646913999999998,0.98615885,0.0,1.0222311,1.2231039,1.0360466999999998,0.62006557,0,0.35105990000000004,1.1956726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"You need to improve your atmosphere. And drink quality wasn't good. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ","The food are very delicious. The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. Has free WiFi is great for improving the rating of reviews, keep going! "
576,eA8gxn8EuLeUWOKy6Fa9Pg,Boba Essence,"68 E 1st Ave, ground store front",Vancouver,BC,V5T 1A1,49.270045200000006,-123.1033365,3.0,14,0,"Bubble Tea, Food",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13:0-22:45,13:0-22:45,13:0-22:45,13:0-22:45,13:0-22:45,13:0-22:45,None,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0728981,0.0,0.0,4.8697805,2.5797102,0.0,0.0,3.8862357000000003,3.9568086000000005,0.0,4.7883487,4.8047247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0728981,,4.8697805,3.943280132,4.8047247,3.922670858,0,5,0,1,22,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,16,5,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181571,0.0,0.0,0.0,0.0,0.0,0,0.97380465,0.8310895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,And drink quality wasn't good. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ,In terms of tea ingredients. Boba and bubble you made are popular. 
577,ruQmMfMd9YAxj9I47FvxVA,Cuongs Vegan Sandwiches,5 Beach St,Boston,MA,2111,42.3514022,-71.06255420000001,4.5,117,0,"Vegan, Desserts, Sandwiches, Vegetarian, Bubble Tea, Restaurants, Food",TRUE,"{garage: True, street: True, validated: False, lot: False, valet: False}",FALSE,free,TRUE,TRUE,None,FALSE,FALSE,TRUE,FALSE,TRUE,quiet,none,TRUE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}",FALSE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,FALSE,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,3.2627704,4.754608599999999,0.0,4.07523,0.0,0.0,4.283821,4.1918125,0.0,4.8569174,0.0,4.1013203,4.368921299999999,0.0,3.8685254999999996,4.7243853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.07523,4.283821,4.1918125,4.094188289,4.7243853,4.273887418,0,51,18,16,54,1,0,0,0,0,0,0,7,6,0,51,0,0,18,16,0,2,0,33,9,0,12,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6609517,0.20511736,0.0,1.0856775,0.0,0.0,0.86206913,1.1207968000000001,0.0,0.06625366,0,0.9268455,0.42435673,0.0,0.8866068000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Some people complained about your desserts, we suggest pay more attention on your desserts. In terms of tea ingredients. The taro you made was not better than other shops, try to improve the taste of taro. ","The food are very delicious. The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. Has free WiFi is great for improving the rating of reviews, keep going! "
578,ICJyo03N_Euj7vE1dRmvAQ,Carabao Express,1211 E 6th St,Austin,TX,78702,30.2639476,-97.7299105,4.5,31,0,"Barbeque, Food Trucks, Bubble Tea, Restaurants, Filipino, Food, Breakfast & Brunch, Fast Food, Asian Fusion",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,no,TRUE,TRUE,None,TRUE,TRUE,TRUE,TRUE,None,None,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,FALSE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17:0-21:0,17:0-22:0,11:0-0:0,11:0-0:0,11:0-17:0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,4.903793299999999,0.0,0.0,3.6814312999999994,4.0948205,3.7127597000000003,2.77923,4.324072,3.1315107,3.6875197999999996,0.0,4.1009355,3.7271900000000002,0.0,4.824647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.6892310960000003,2.77923,4.324072,4.034681333,,3.706803607,0,53,8,4,6,0,0,0,0,0,0,0,1,0,0,52,1,1,8,4,2,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4261675,0.0,0.0,0.81422687,1.1068475,0.23085509999999998,1.4647403,0,0.023952007,0.9254885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Many people compalned the price. Consider lower the price? We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? WiFi is an import factor to improve the ratings, consider have a free WiFi in store.","The food are very delicious. Services you provided are great, beyond the average. "
579,bmXUFGarMFaZ-EWRlNg0Pg,Ten One Tea House,279 Newbury St,Boston,MA,2116,42.3494961,-71.0840861,4.0,74,1,"Bubble Tea, Food",TRUE,"{garage: None, street: True, validated: False, lot: False, valet: False}",TRUE,None,TRUE,TRUE,None,TRUE,None,FALSE,FALSE,None,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-21:0,12:0-21:0,12:0-20:0,58.0,0.0,4.893669999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7694332999999998,3.245286,0.0,3.2219187999999996,3.9657326,3.673949,2.4844851,0.0,3.9106351999999998,4.0138063,0.0,0.0,4.373746400000001,4.655657,4.1986794000000005,0.0,0.0,3.676272,4.4238095,3.9743476,4.893669999999999,3.218094417,3.2219187999999996,3.9657326,3.99550175,4.299899099999999,3.932469445,2,35,3,14,124,17,0,2,0,0,0,0,0,0,0,2,33,0,3,14,4,4,0,22,102,0,0,8,2,1,0,0,2,3,1,0.0,0.033780098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3067706000000001,1.1093143,0.0,0.34888579999999997,1.3580153,1.2011606000000001,1.2884436000000001,0,0.9568412000000001,0.8367474,0.0,0.0,0.46384129999999996,0.2936356,0.0,0.0,0.0,1.2774644,0.46271893,0.0,We found Food quality wasn't good. And drink quality wasn't good. Many people compalned the price. Consider lower the price? We suggest you adjust your close hour. In terms of tea ingredients. Herbal jelly was not good as expected. We suggest you change the herbal materials. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ,"Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. "
580,_gMGLnB9DxFA8b46KoNh2A,Fresh Thai Wok,Sw 10th & Alder,Portland,OR,97205,45.520498499999995,-122.6817669,4.5,38,0,"Restaurants, Bubble Tea, Food Trucks, Thai, Food Stands, Food, Street Vendors",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",None,no,FALSE,TRUE,None,TRUE,FALSE,TRUE,FALSE,TRUE,average,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",FALSE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,FALSE,FALSE,FALSE,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014581,2.0134885,4.577953,4.506232700000001,4.5540676,0.0,0.0,0.0,3.5612152000000004,4.6945963,0.0,0.0,0.0,0.0,0.0,0.0,4.7364674,0.0,0.0,0.0,,3.9753438919999997,4.506232700000001,4.5540676,3.844560475,4.7364674,4.323334413,0,51,6,9,8,2,0,0,0,0,0,0,0,0,0,50,1,1,6,9,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1374955,0.0,0.0,0.82286656,0.6196661,0.0,0.0,0,1.1864702,0.09603214,0.0,0.0,0.0,0.0,0.0,0.0,0.05416107,0.0,0.0,0.0,"In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? WiFi is an import factor to improve the ratings, consider have a free WiFi in store.","The food are very delicious. The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. "
581,9tRqmXw6LTTPxTbH3lu74Q,Jenjudan,125-5599 Cooney Road,Richmond,BC,V6X 0N8,49.1733519,-123.1317837,4.0,14,1,"Bubble Tea, Food",TRUE,Noparking,TRUE,None,None,TRUE,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:0,63.0,0.0,4.9231653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9269190000000003,0.0,3.0553005,3.9946358,0.0,4.222987,0.0,3.6873503,0.0,0.0,4.205223,0.0,0.0,4.788066000000001,0.0,4.253541,0.0,0.0,3.3282747,4.9231653,3.9269190000000003,3.0553005,3.9946358,3.816818475,4.155855675,3.978782458,1,18,3,5,8,4,0,1,0,0,0,0,0,0,0,0,18,0,3,5,0,2,0,6,0,0,2,0,0,1,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7294050999999999,0.0,0.20611641,0.5907319999999999,0.0,0.3648783,0,1.3393408000000002,0.0,0.0,0.25954998,0.0,0.0,0.0,0.0,0.30875802,0.0,0.0,0.0,"Many people compalned the price. Consider lower the price? In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. Services you provided are great, beyond the average. In terms of tea ingredients. Tora in the tea is delicious. "
582,iSE_LieK4AUM8A5c0-dlzg,New Dong Khanh,83 Harrison Ave,Boston,MA,2111,42.3509341,-71.0615938,4.0,569,0,"Chinese, Bubble Tea, Vietnamese, Restaurants, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,no,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE,average,none,TRUE,FALSE,"{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}",casual,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,9:0-22:0,9:0-21:0,70.0,4.280498000000001,3.3418775000000003,2.918351,0.0,3.660054,0.0,3.8408165000000003,4.239513,0.0,3.5555031,3.787582,4.1362023,3.78303,3.3781847999999997,3.5822735,3.4770434,0.0,3.9591152999999997,3.8977125,4.0518227,4.2602972999999995,3.8769602999999995,0.0,3.8269022000000006,0.0,4.6668916,3.834178,2.7931812000000003,3.7533404999999997,3.452254786,3.602476986,3.78303,3.3781847999999997,3.950834168,3.8133002869999997,3.6633468380000003,14,499,44,155,596,55,3,8,3,0,6,0,11,18,0,398,101,29,44,155,8,16,0,293,263,4,36,39,0,4,0,3,3,5,1,0.92965835,0.5913758000000001,1.0388969000000001,0.0,0.42083043,0.0,0.68606436,0.7210951999999999,0.0,1.1659118999999998,1.0894086,0.8913450999999999,0.9609251,1.1549236999999999,1.121869,1.2165718,0,0.97669536,0.9911284,0.23491077,0.87198883,1.0159274,0.0,0.860268,0.0,0.14777583,0.51410836,1.1071545,0.0,"Seems like you need to work hard on improving your atmosphere, environment and ambiance etc. We found Food quality wasn't good. The service was one thing you need to take into account. We suggest you adjust your close hour. In terms of tea ingredients. Herbal jelly was not good as expected. We suggest you change the herbal materials. In terms of tea type, we found that the following tea types green tea, black tea, jasmine tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. WiFi is an import factor to improve the ratings, consider have a free WiFi in store.","You are doing great at ambiance aspect, keep going! The drinks are way above the average. The price you set are reasonable, customers praise the price a lot. In terms of tea ingredients. Boba and bubble you made are popular. People love your rainbow jelly. Tora in the tea is delicious. In the tea type aspect, we found that the following tea types matcha tea was/were more popular than other shops! "
583,_YB5QIVgxTUO0MHQWkm8rA,TeaMoji,3 N Beacon St,Boston,MA,2134,42.3537694,-71.13750259999999,4.0,133,1,"Juice Bars & Smoothies, Food, Coffee & Tea, Desserts, Restaurants, Sandwiches, Tea Rooms, Shaved Ice, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,None,TRUE,TRUE,TRUE,quiet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-21:0,11:30-21:0,12:0-17:0,11:30-21:0,11:30-21:30,11:30-21:30,11:30-21:0,63.0,4.5889406,4.5298680000000004,0.0,0.0,0.0,4.732492400000001,4.247923999999999,2.8785524,0.0,4.115883,3.617087,4.0063457,3.3233056000000003,3.4526427,4.9743805,4.4812064000000005,0.0,3.9507225,3.8420985,0.0,4.062771,3.8497638999999997,0.0,4.1098795,0.0,4.163979,2.882653,4.310968,0.0,4.549558867,3.743899542,3.3233056000000003,3.4526427,3.915871555,4.028181614,3.8355766460000003,12,59,4,18,190,57,4,8,0,0,0,1,11,4,0,15,44,3,4,18,1,3,0,62,95,0,33,20,0,4,0,22,2,9,0,0.34745345,0.2411761,0.0,0.0,0.0,0.0,0.8621796999999999,0.7843463,0.0,0.9477023000000001,1.2227611999999999,1.1950828000000002,0.46518657,1.2682632999999999,0.0,0.48807865,0,1.0719275,1.0907712999999999,0.0,1.087988,1.0495659,0.0,0.78905296,0.0,0.87065387,0.089967966,0.9276597,0.0,"Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? Herbal jelly was not good as expected. We suggest you change the herbal materials. In terms of tea type, we found that the following tea types green tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. The food are very delicious. In terms of tea ingredients. Tora in the tea is delicious. In the tea type aspect, we found that the following tea types black tea, matcha tea, jasmine tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
584,vxLDkWtbwQApo8MZp6FpTw,Eighty Six Degrees Tea,1259B Hancock St,Quincy,MA,2169,42.25190053,-71.0042606,4.0,74,0,"Food, Internet Cafes, Coffee & Tea, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,None,None,TRUE,None,TRUE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,None,None,None,None,None,None,0.0,4.365200499999999,4.747866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8371277000000004,3.2446982999999996,4.379944999999999,3.3921483,3.9609292000000003,4.0544767,4.0462875,0.0,3.9827256,3.4208684000000003,0.0,0.0,4.390339,4.6401634000000005,4.669283999999999,0.0,4.5896764,0.0,4.2144637000000005,2.856779,4.6931995,3.4189422410000003,3.3921483,3.9609292000000003,3.728735359,4.252031465,3.9076643439999996,14,34,4,14,73,26,2,12,0,0,0,0,0,0,0,10,24,2,4,14,5,5,0,40,33,0,0,4,1,1,0,2,0,17,1,0.5722470000000001,0.12072803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1320016000000002,1.2123694,0.36481833,1.3106323,0.9214101,0.4878541,0.53490555,0,1.0171949,1.0599243999999999,0.0,0.0,0.33906677,0.0,0.0,0.0,0.1194005,0.0,0.7999008000000001,0.0,"And drink quality wasn't good. Many people compalned the price. Consider lower the price? In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ","The food are very delicious. Services you provided are great, beyond the average. "
585,M05-ieSKxP6dMCT2VI0pbw,TMix Tea & Dessert Bar,"4500 Kingsway, Unit 1696",Burnaby,BC,V5H 2A9,49.2290734,-123.00487949999999,2.5,7,0,"Waffles, Restaurants, Ice Cream & Frozen Yogurt, Desserts, Bubble Tea, Food",TRUE,"{garage: True, street: True, validated: False, lot: False, valet: False}",TRUE,free,None,None,None,None,FALSE,FALSE,FALSE,None,None,none,FALSE,TRUE,None,FALSE,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-23:0,13:0-23:0,13:0-22:0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9508913,0.0,0.0,0.0,0.0,0.0,0.0,4.681582,0.0,0.0,0.0,2.7067845,0.0,0.0,1.6012805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.681582,2.5685965,,3.62508925,0,0,0,1,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.434089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0020751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Some people complained about your desserts, we suggest pay more attention on your desserts. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ","Has free WiFi is great for improving the rating of reviews, keep going! "
586,Rw6JHON5RcqZcg2joiyEfA,Ez Freezy,10209 NE Cascades Pkwy,Portland,OR,97220,45.57285529999999,-122.55722479999999,3.5,11,1,"Food, Ice Cream & Frozen Yogurt, Bubble Tea",TRUE,"{garage: False, street: None, validated: False, lot: None, valet: False}",TRUE,None,None,None,None,TRUE,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0108442,0.0,0.0,1.2885123,0.0,0.0,1.144887,0.0,0.0,0.0,3.4779922999999995,2.386822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.2885123,,1.144887,2.93240715,,1.78860215,0,1,0,1,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.308498,1.0673043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ",
587,Fb7vranCgzc4NopT86aCyA,ZenQ,4569 Hastings Street,Burnaby,BC,V5C 2K3,49.2811396,-123.00078559999999,3.0,37,1,"Desserts, Bubble Tea, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,None,FALSE,TRUE,None,None,None,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,77.0,0.0,0.0,3.90006,0.0,0.0,1.7569215,4.194089,3.8940506,0.0,0.0,3.6896086,0.0,2.981646,3.4750996,4.325111,2.8260807999999997,0.0,3.363369,2.969721,0.0,3.7564716000000002,4.439225700000001,0.0,0.0,0.0,2.6987370999999998,3.1040432,3.1398072,3.9661472,3.90006,3.6896086,2.981646,3.4750996,3.409584282,3.6729596910000004,3.5214930289999997,2,11,1,6,34,11,0,0,2,0,0,1,16,2,0,0,11,0,1,6,3,2,0,26,2,0,6,3,0,0,0,1,2,2,3,0.0,0.0,0.54655147,0.0,0.0,0.0,0.81073415,0.63529193,0.0,0.0,0.8641501,0.0,0.0,1.7028768,0.29777575,1.4973083,0,1.1761354,1.6409485000000001,0.0,0.85045904,0.67974705,0.0,0.0,0.0,0.0,0.8780941999999999,1.5674042,0.656532,"You need to improve your ambiance. The service was one thing you need to take into account. We suggest you adjust your close hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. Herbal jelly was not good as expected. We suggest you change the herbal materials. In terms of tea type, we found that the following tea types jasmine tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. In the tea type aspect, we found that the following tea types green tea was/were more popular than other shops! "
588,x28UHwGSiW-5n9jYD7h8ug,Kung Fu Tea,1 Beale St,Quincy,MA,2170,42.267835299999994,-71.0166718,3.5,24,1,"Coffee & Tea, Juice Bars & Smoothies, Food, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,None,None,TRUE,FALSE,TRUE,TRUE,None,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:30-18:0,11:0-21:0,11:0-21:0,11:0-21:0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0064888,2.368577,0.0,0.0,2.301128,0.0,0.0,0.0,4.0311847,4.105736299999999,0.0,0.0,4.628645400000001,0.0,1.834971,0.0,0.0,0.0,0.0,0.0,,2.7120679689999996,,2.301128,4.061882418,3.2318082,3.076721647,0,13,0,4,17,2,0,0,0,0,0,0,0,0,0,7,6,0,0,4,0,0,0,10,7,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265725,1.3617431999999998,0.0,0.0,1.5174566999999999,0.0,0.0,0,1.0985576000000001,0.9156472999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,We found Food quality wasn't good. And drink quality wasn't good. The service was one thing you need to take into account. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ,"In terms of tea ingredients. Boba and bubble you made are popular. Has free WiFi is great for improving the rating of reviews, keep going! "
