,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,BusinessParking,RestaurantsDelivery,WiFi,Caters,BikeParking,RestaurantsPriceRange,BusinessAcceptsCreditCards,OutdoorSeating,WheelchairAccessible,DogsAllowed,GoodForKids,NoiseLevel,Alcohol,HasTV,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,GoodForMeal,RestaurantsAttire,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,ByAppointmentOnly,BYOB,DriveThru,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,BYOBCorkage,AcceptsInsurance,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekhour
324,7gymzvjJcwIFOUYF1UopaQ,The Juice Bar,"40-44 Harrison Ave, Unit 1A",Boston,MA,2111,42.3516109,-71.0611911,4,159,0,"Bubble Tea, Food, Juice Bars & Smoothies, Coffee & Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,no,FALSE,FALSE,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,79
325,tFTXWWHE-CeZKsCEJRKbUw,Tea Social,806 NW 23rd Ave,Portland,OR,97210,45.5285255,-122.698427,4,242,1,"Restaurants, Bubble Tea, Donuts, Coffee & Tea, Bagels, Sandwiches, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,free,FALSE,TRUE,None,TRUE,TRUE,None,None,TRUE,average,none,FALSE,FALSE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,42
326,hNXC11fSAGTm9ksvmN_sPA,Olia Poke & Tea,"2720 S Moody Ave, Ste 100",Portland,OR,97201,45.5038968,-122.6722685,4.5,55,1,"Restaurants, Vietnamese, Poke, Bubble Tea, Coffee & Tea, Food",TRUE,"{garage: True, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,None,TRUE,None,TRUE,quiet,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,11:0-18:0,None,41
327,Cd-M4AOLiOh17vPOCzrC6A,Kung Fu Tea,"925 Battery Ave, Ste 1100",Atlanta,GA,30339,33.8872561,-84.4705862,4,18,1,"Coffee & Tea, Food, Bubble Tea, Juice Bars & Smoothies",TRUE,"{garage: True, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,TRUE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,11:30-22:0,11:30-22:0,11:30-20:0,11:30-22:0,11:30-22:0,11:30-22:0,61
328,O8mhHBgkp4ZjkIvZ6CvXyA,Trance Cafe Orlando,2787 Old Winter Garden Rd,Orlando,FL,34761,28.5483241,-81.5402711,4.5,23,0,"Chinese, Asian Fusion, Restaurants, Bubble Tea, Food, Desserts, Cafes, American (Traditional), Coffee & Tea",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",FALSE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,FALSE,TRUE,quiet,none,FALSE,TRUE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: True, trendy: True, upscale: False, classy: False, casual: False}",FALSE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,TRUE,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,70
329,Aq0-oH_-J9Se7jmq_XTFFQ,Crazy Kitchen,8294 SW Nyberg St,Tualatin,OR,97062,45.3823894,-122.7619329,4.5,67,1,"Bubble Tea, Beer Bar, Asian Fusion, Food, Nightlife, Bars, Restaurants, Ramen, Japanese, Shaved Ice, Korean, Sushi Bars",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,TRUE,TRUE,TRUE,None,None,beer_and_wine,TRUE,None,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,TRUE,None,None,None,TRUE,None,TRUE,None,None,"{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}","{monday: False, tuesday: False, friday: False, wednesday: False, thursday: False, sunday: False, saturday: False}",None,None,None,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,None,45
330,KGNU60IbfWo5uQYRQYwF2g,Chatime,160-8351 Alexandra Road,Richmond,BC,V6X 1C3,49.1789522,-123.1313482,3.5,21,0,"Bubble Tea, Restaurants, Taiwanese, Coffee & Tea, Food",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",None,None,FALSE,None,None,None,None,TRUE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-23:0,79
331,xw6E98ssOcU3fmMBhmCdJA,Pho Pasteur,7330 NE Fremont St,Portland,OR,97213,45.5479576,-122.5872203,3.5,26,0,"Vietnamese, Vegetarian, Asian Fusion, Food, Restaurants, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",FALSE,free,None,None,None,TRUE,FALSE,None,None,TRUE,quiet,None,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,84
332,kWcIQPCvXkgH64245f6f6A,Xing Fu Tang Canada,1180 Pinetree Way,Coquitlam,BC,V3B 7L2,49.281356,-122.793684,4,27,0,"Bubble Tea, Food",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",None,None,None,None,None,None,None,None,None,None,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,72
333,Bd6PZra5gVsCZ0wvwLypYA,Kung Fu Tea,"700 SW 5th Ave, Ste 1175",Portland,OR,97204,45.5184023,-122.6772628,4,64,1,"Juice Bars & Smoothies, Bubble Tea, Food, Coffee & Tea",TRUE,"{garage: True, street: False, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,12:0-19:0,12:0-19:0,12:0-17:0,12:0-18:0,12:0-18:0,12:0-18:0,37
334,AJjEkA4UBqbkTxxE0Dt0FA,Ice Spot,"237 Wheelhouse Ln, Unit 1305",Lake Mary,FL,32746,28.7550202,-81.3356338,4,5,1,"Food, Bubble Tea, Desserts, Ice Cream & Frozen Yogurt",None,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0,65
335,MirnOwfeKpYAtS5b_mGuFg,Tea Corner,"620 Peachtree St NE, Ste 100",Atlanta,GA,30308,33.771881,-84.3858263,4.5,8,1,"Bubble Tea, Bakeries, Desserts, Food, Coffee & Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,FALSE,None,None,TRUE,TRUE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,None,12:0-17:0,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,33
336,uLyJWmf1P1KrRyfgVUUA4w,Shiny Tea,1612-6551 No. 3 Road,Richmond,BC,V6Y 2B6,49.16635254,-123.1378317,3,14,1,"Taiwanese, Restaurants, Food, Bubble Tea",None,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-19:0,68
337,_ZnXDxNvFrcrIWOkEqN-JQ,BAMBU,1090 Kingsway,Vancouver,BC,V5V 3C6,49.252889,-123.0822028,3.5,47,1,"Bubble Tea, Juice Bars & Smoothies, Coffee & Tea, Food",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",TRUE,free,FALSE,TRUE,None,None,FALSE,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,11:0-22:0,11:0-21:0,58
338,opqcCMh-cF_F0xa6KEyEtA,Swee2o,"1022 W Burnside St, Ste N",Portland,OR,97205,45.5226913,-122.6817024,4.5,28,1,"Coffee & Tea, Desserts, Event Planning & Services, Food, Caterers, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,None,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,12:0-17:0,25
339,mE2p5szddhtzbgbwlF26Mg,Gong Cha,2021 Guadalupe St,Austin,TX,78705,30.2832126,-97.7417518,3.5,59,1,"Bubble Tea, Food",TRUE,"{garage: True, street: True, validated: True, lot: False, valet: False}",TRUE,None,FALSE,TRUE,None,TRUE,None,TRUE,FALSE,None,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-17:0,11:30-17:0,11:30-17:0,11:30-17:0,11:30-17:0,11:30-17:0,11:30-17:0,38.5
340,q0t2Kq1mfL1n9C6KvZWZ3Q,Koi Tea & Coffee,"5150 Buford Hwy NE, Ste C150",Doraville,GA,30340,33.8934591,-84.2843342,4.5,14,0,"Coffee & Tea, Bubble Tea, Food",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,free,FALSE,None,None,TRUE,FALSE,None,None,TRUE,quiet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,84
341,w5GxGbhqj573KCvw_bpJag,Tea Bar,1055 NW Northrup,Portland,OR,97209,45.5316007,-122.6819959,3.5,181,1,"Bubble Tea, Food, Tea Rooms, Coffee & Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",None,free,FALSE,TRUE,None,TRUE,TRUE,TRUE,TRUE,TRUE,average,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,56
342,epclKkqPmWQXoloCIRup3g,J-Petal & Poke,3242A N John Young Pkwy,Kissimmee,FL,34741,28.346714,-81.422068,4,51,0,"Restaurants, Hawaiian, Japanese, Food, Bubble Tea, Creperies",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,free,None,None,None,TRUE,TRUE,None,None,TRUE,None,none,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,79
343,CG6_LCe59LkuQ805ZyXd6g,Gong cha,104-10294 City Parkway,Surrey,BC,V3T 4C2,49.18970856,-122.8474756,4,6,1,"Bubble Tea, Food",TRUE,Noparking,None,None,TRUE,TRUE,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-22:0,84
344,adaXuIBCsjpHT6pF0lOwMg,Chun Yang Tea,7971 Alderbridge Way,Richmond,BC,V6X 2A4,49.1775279,-123.13837,3.5,42,1,"Food, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,None,None,None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-0:0,11:30-0:0,85
345,iNVDkapV60vH3KIS7kYDDA,Momoko,705 W 24th St,Austin,TX,78705,30.2877504,-97.7455838,4,273,0,"Bubble Tea, Coffee & Tea, Restaurants, Food",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",None,no,None,TRUE,None,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,12:0-18:0,60
346,SObPInFYfngeFm_vjVs2Kg,True Taste Fried Chicken & Bubble Tea,2430 Sand Mine Rd,Davenport,FL,33897,28.31248002,-81.66921145,4,62,1,"Bubble Tea, Food, Chicken Wings, French, Restaurants",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",FALSE,free,FALSE,None,None,TRUE,None,TRUE,None,TRUE,quiet,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,FALSE,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,80.5
347,gj53YGbpIXHaJDZXwM3pWA,Chatime,2060 N High St,Columbus,OH,43201,40.00437344,-83.0088493,4,45,0,"Bubble Tea, Food, Juice Bars & Smoothies, Coffee & Tea",TRUE,"{garage: True, street: True, validated: False, lot: True, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-22:0,12:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:0,61
348,#NAME?,Noodle World Jr,1434 SW Park Ave,Portland,OR,97201,45.51458519,-122.6831545,4,12,1,"Noodles, Bubble Tea, Vietnamese, Asian Fusion, Thai, Food, Restaurants",None,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,None,None,None,None,None,None,None,None,None,None,TRUE,None,"{touristy: None, hipster: None, romantic: None, divey: False, intimate: False, trendy: None, upscale: None, classy: None, casual: True}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-19:0,None,58
349,WqjZnGlKZeoWCpwIhsx9Yg,Quickly,"5090 Buford Hwy, Ste 106",Doraville,GA,30340,33.891411,-84.285855,4,284,1,"Juice Bars & Smoothies, Bubble Tea, Taiwanese, Food, Coffee & Tea, Restaurants",TRUE,"{valet: False, garage: False, street: False, lot: True, validated: False}",TRUE,free,FALSE,FALSE,None,TRUE,FALSE,None,FALSE,TRUE,quiet,none,TRUE,FALSE,"{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}",TRUE,None,casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-21:0,79
350,mkBDxxTKnhBhOMLgMUWyjA,SnoTea Desserts,"3402 Technological Ave, Ste 220",Orlando,FL,32817,28.598257,-81.2210397,4.5,50,0,"Ice Cream & Frozen Yogurt, Desserts, Bubble Tea, Restaurants, Food, Shaved Ice",None,"{garage: False, street: False, validated: False, lot: True, valet: False}",None,free,None,TRUE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,70
351,VbpJUj6_Pyq6cM6efmV4TQ,Bubble World,601 Agnes Street,New Westminster,BC,V3M 1G9,49.2048053,-122.9102207,3,50,1,"Bubble Tea, Restaurants, Food, Taiwanese, Chinese",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,None,FALSE,None,None,TRUE,average,none,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",TRUE,"{dessert: True, latenight: True, lunch: True, dinner: True, brunch: False, breakfast: False}",casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,91
352,SCOLHazDkZX6LmLvBzfoKg,Estea Cafe Metro Place,4466 Beresford Street,Burnaby,BC,V5H 2Y8,49.225274,-123.0039799,2.5,23,1,"Desserts, Restaurants, Cafes, Bubble Tea, Food, Coffee & Tea",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,free,None,TRUE,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,77
353,lDsj6YaDZ92ge-QNqOdO_w,Xing Fu Tang Canada,8030 Granville St,Vancouver,BC,V6P 4Z4,49.2127319,-123.1400745,3.5,10,1,"Food, Bubble Tea",TRUE,Noparking,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,63
354,2rIKPAakJ6SoCq-KFp0tgA,Luckful Nest Natural Drink,125-3531 Bayview Street,Richmond,BC,V7E 6S8,49.124508,-123.1853101,2.5,9,1,"Shopping, Desserts, Bubble Tea, Florists, Cafes, Coffee & Tea, Flowers & Gifts, Restaurants, Food",None,Noparking,None,None,None,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-17:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,53
355,hLtaEq12iVcxNj8Dd9JlIw,Petit Panda,501 SW 9th Ave,Portland,OR,97205,45.520423,-122.6808153,3.5,16,0,"Asian Fusion, Food, Japanese, Coffee & Tea, Bubble Tea, Street Vendors, Food Stands, Restaurants, Food Trucks",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,no,TRUE,FALSE,None,TRUE,FALSE,TRUE,TRUE,TRUE,average,none,FALSE,TRUE,"{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,FALSE,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,11:0-14:30,11:0-14:30,11:0-14:30,11:0-14:30,11:0-15:0,None,None,18
356,4lSrF9sk2r0y0TTHEax8BQ,The Brewed Leaf,809 Bethel Rd,Columbus,OH,43214,40.06066,-83.041581,4.5,85,1,"Food, Tea Rooms, Cafes, Restaurants, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,FALSE,None,None,TRUE,None,TRUE,None,TRUE,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,63
357,cS2H4NwmqfLxaSRyDLp9tg,Poke Bar - Chamblee,"5070 Peachtree Blvd, Ste B 130",Chamblee,GA,30341,33.88860273,-84.31525751,4,56,1,"Sushi Bars, Hawaiian, Food, Seafood, Poke, Ramen, Bubble Tea, Restaurants, Japanese",TRUE,"{garage: True, street: True, validated: False, lot: False, valet: False}",TRUE,no,TRUE,TRUE,None,TRUE,TRUE,TRUE,None,None,quiet,none,FALSE,FALSE,None,None,None,None,None,FALSE,None,None,FALSE,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-21:0,11:15-17:0,11:15-17:0,11:0-21:0,11:0-21:0,11:0-21:0,51.5
358,58QpS1mnd2TLDE9JgDDg6w,Fantastea House,6115 SW Murray Blvd,Beaverton,OR,97008,45.475453,-122.827279,4.5,152,1,"Coffee & Tea, Ice Cream & Frozen Yogurt, Bubble Tea, Food, Juice Bars & Smoothies, Tea Rooms",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,None,TRUE,FALSE,TRUE,average,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,12:0-19:0,15:0-23:0,15:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,56
359,7iBXIDLrIgpxA5Q3BZpb7Q,CoCo Fresh Tea & Juice,491 SW Marine Drive,Vancouver,BC,V5X 0E5,49.21066321,-123.1167117,4,32,1,"Juice Bars & Smoothies, Food, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,None,None,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,77
360,9xr4OQ-m5pd_aolYtjgnGg,Kings Kitchen,1149 Granville Street,Vancouver,BC,V6Z 1M1,49.27762827,-123.1257331,4.5,6,1,"Restaurants, Food, Cantonese, Chinese, Bubble Tea, Dim Sum",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,None,TRUE,None,None,FALSE,TRUE,None,None,None,None,TRUE,TRUE,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,12:0-20:0,53
361,Qre5lex6ZEpqntc2kiF0Mg,Mimibuloveme,5556 Cambie Street,Vancouver,BC,V5Z 3A2,49.2348617,-123.1158336,3.5,93,0,"Desserts, Restaurants, Ice Cream & Frozen Yogurt, Japanese, Coffee & Tea, Bubble Tea, Food, Creperies, Tea Rooms, Ramen",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,TRUE,None,None,None,None,none,FALSE,TRUE,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",FALSE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:30-1:0,12:30-23:0,12:30-23:0,12:30-23:0,12:30-23:0,12:30-23:0,12:30-23:0,75.5
362,TZq9EVL0yUJ4cbsdINGpew,T4,8962 SE Sunnyside Rd,Clackamas,OR,97015,45.43097,-122.5713211,3.5,94,1,"Food, Tea Rooms, Bubble Tea, Juice Bars & Smoothies",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,None,TRUE,FALSE,None,average,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-22:0,78
363,uLFkQLynUl-d_cplP6OWoQ,T Cafe & Tea,505 W Pender Street,Vancouver,BC,V6B 6H6,49.2835563,-123.1128655,4,6,0,"Food, Desserts, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,12:30-20:30,12:30-20:30,56
364,iBNmtzm5uI3mDw79sE4WRA,Sushi Mori,4740 Capilano Road,North Vancouver,BC,V7R 4K3,49.3556635,-123.1059975,2.5,23,1,"Food, Restaurants, Bubble Tea, Sushi Bars",TRUE,"{garage: False, street: True, validated: False, lot: True, valet: False}",None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-20:0,65.5
365,qz-BdxOXAka6uPF6W7ZeRA,Tiny Kitchen,6868 Royal Oak Ave.,Burnaby,BC,V5J 4J2,49.2215895,-122.9884444,3.5,18,1,"Restaurants, Chinese, Cafes, Bubble Tea, Noodles, Dumplings, Desserts, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,None,None,None,None,None,None,None,None,None,None,None,TRUE,None,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}",None,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,70
366,V6XorKGaATR_btJIaxXHEw,Pho Tiger,"11945 SW Pacific Hwy, Ste 242",Tigard,OR,97223,45.435045,-122.766412,4,103,1,"Restaurants, Vietnamese, Bars, Food, Sports Bars, Seafood, Nightlife, Bubble Tea, Sandwiches",TRUE,"{garage: False, street: False, validated: False, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,FALSE,TRUE,None,beer_and_wine,TRUE,TRUE,"{touristy: None, hipster: False, romantic: False, divey: False, intimate: None, trendy: None, upscale: None, classy: True, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",None,TRUE,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-20:0,10:0-19:0,74
